epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,414.164,1.86161,2.42889,1.57659,0,0,0,0,0,167.205,0,0.000654971,0.000654971,0.000654971
2,796.523,1.82226,2.00375,1.47385,0,0,0,0,0,297.771,0,0.00105995,0.00105995,0.00105995
3,1262.9,1.77133,1.89054,1.4479,0,0,0,0,0,882.433,0,0.00120094,0.00120094,0.00120094
