timestamp,sid,camera_name,class,conf,image_path
2025-11-14T02:14:41.833123,pLkyF9-CYzeRdYhYAAAB,,person,0.302,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021441.jpg
2025-11-14T02:14:42.836821,pLkyF9-CYzeRdYhYAAAB,,person,0.324,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021442.jpg
2025-11-14T02:14:43.083984,pLkyF9-CYzeRdYhYAAAB,,bear,0.514,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021443.jpg
2025-11-14T02:14:43.847842,pLkyF9-CYzeRdYhYAAAB,,person,0.351,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021443.jpg
2025-11-14T02:14:44.088645,pLkyF9-CYzeRdYhYAAAB,,person,0.403,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021444.jpg
2025-11-14T02:14:44.338365,pLkyF9-CYzeRdYhYAAAB,,car,0.462,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021444.jpg
2025-11-14T02:14:44.342949,pLkyF9-CYzeRdYhYAAAB,,car,0.457,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021444.jpg
2025-11-14T02:14:45.896073,pLkyF9-CYzeRdYhYAAAB,,person,0.323,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021445.jpg
2025-11-14T02:14:46.843777,pLkyF9-CYzeRdYhYAAAB,,person,0.420,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021446.jpg
2025-11-14T02:14:47.586023,pLkyF9-CYzeRdYhYAAAB,,car,0.341,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021447.jpg
2025-11-14T02:14:48.123751,pLkyF9-CYzeRdYhYAAAB,,car,0.303,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021448.jpg
2025-11-14T02:14:48.329663,pLkyF9-CYzeRdYhYAAAB,,person,0.353,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021448.jpg
2025-11-14T02:14:49.339698,pLkyF9-CYzeRdYhYAAAB,,car,0.356,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021449.jpg
2025-11-14T02:14:49.834662,pLkyF9-CYzeRdYhYAAAB,,person,0.304,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021449.jpg
2025-11-14T02:14:50.834499,pLkyF9-CYzeRdYhYAAAB,,bear,0.325,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021450.jpg
2025-11-14T02:14:51.394661,pLkyF9-CYzeRdYhYAAAB,,person,0.476,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021451.jpg
2025-11-14T02:14:51.600235,pLkyF9-CYzeRdYhYAAAB,,person,0.330,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021451.jpg
2025-11-14T02:14:51.604739,pLkyF9-CYzeRdYhYAAAB,,bear,0.305,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021451.jpg
2025-11-14T02:14:53.336826,pLkyF9-CYzeRdYhYAAAB,,car,0.493,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021453.jpg
2025-11-14T02:14:53.340942,pLkyF9-CYzeRdYhYAAAB,,car,0.328,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021453.jpg
2025-11-14T02:14:54.075499,pLkyF9-CYzeRdYhYAAAB,,bear,0.302,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021454.jpg
2025-11-14T02:14:54.576024,pLkyF9-CYzeRdYhYAAAB,,car,0.376,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021454.jpg
2025-11-14T02:14:54.838788,pLkyF9-CYzeRdYhYAAAB,,person,0.353,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021454.jpg
2025-11-14T02:14:55.581306,pLkyF9-CYzeRdYhYAAAB,,car,0.400,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021455.jpg
2025-11-14T02:14:56.334639,pLkyF9-CYzeRdYhYAAAB,,person,0.309,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021456.jpg
2025-11-14T02:14:56.903216,pLkyF9-CYzeRdYhYAAAB,,person,0.492,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021456.jpg
2025-11-14T02:14:57.075108,pLkyF9-CYzeRdYhYAAAB,,bear,0.373,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021457.jpg
2025-11-14T02:14:57.353602,pLkyF9-CYzeRdYhYAAAB,,car,0.436,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021457.jpg
2025-11-14T02:14:57.358788,pLkyF9-CYzeRdYhYAAAB,,car,0.314,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021457.jpg
2025-11-14T02:14:57.706332,pLkyF9-CYzeRdYhYAAAB,,car,0.346,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021457.jpg
2025-11-14T02:14:58.360598,pLkyF9-CYzeRdYhYAAAB,,car,0.535,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021458.jpg
2025-11-14T02:14:58.364872,pLkyF9-CYzeRdYhYAAAB,,car,0.331,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021458.jpg
2025-11-14T02:14:58.574534,pLkyF9-CYzeRdYhYAAAB,,car,0.597,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021458.jpg
2025-11-14T02:14:58.589234,pLkyF9-CYzeRdYhYAAAB,,car,0.377,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021458.jpg
2025-11-14T02:14:58.856548,pLkyF9-CYzeRdYhYAAAB,,bear,0.363,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021458.jpg
2025-11-14T02:14:59.332261,pLkyF9-CYzeRdYhYAAAB,,car,0.416,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021459.jpg
2025-11-14T02:14:59.583055,pLkyF9-CYzeRdYhYAAAB,,car,0.455,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021459.jpg
2025-11-14T02:14:59.832251,pLkyF9-CYzeRdYhYAAAB,,bear,0.327,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021459.jpg
2025-11-14T02:15:00.340320,pLkyF9-CYzeRdYhYAAAB,,bear,0.374,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021500.jpg
2025-11-14T02:15:00.855806,pLkyF9-CYzeRdYhYAAAB,,person,0.322,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021500.jpg
2025-11-14T02:15:01.693158,pLkyF9-CYzeRdYhYAAAB,,bear,0.382,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021501.jpg
2025-11-14T02:15:02.156489,pLkyF9-CYzeRdYhYAAAB,,person,0.424,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021502.jpg
2025-11-14T02:15:04.637167,pLkyF9-CYzeRdYhYAAAB,,car,0.328,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021504.jpg
2025-11-14T02:15:04.868105,pLkyF9-CYzeRdYhYAAAB,,person,0.306,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021504.jpg
2025-11-14T02:15:06.371074,pLkyF9-CYzeRdYhYAAAB,,car,0.395,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021506.jpg
2025-11-14T02:15:06.376513,pLkyF9-CYzeRdYhYAAAB,,person,0.349,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021506.jpg
2025-11-14T02:15:07.333340,pLkyF9-CYzeRdYhYAAAB,,car,0.346,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021507.jpg
2025-11-14T02:15:07.874380,pLkyF9-CYzeRdYhYAAAB,,car,0.321,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021507.jpg
2025-11-14T02:15:08.572997,pLkyF9-CYzeRdYhYAAAB,,car,0.417,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021508.jpg
2025-11-14T02:15:08.829487,pLkyF9-CYzeRdYhYAAAB,,car,0.422,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021508.jpg
2025-11-14T02:15:10.364465,pLkyF9-CYzeRdYhYAAAB,,car,0.320,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021510.jpg
2025-11-14T02:15:11.575230,pLkyF9-CYzeRdYhYAAAB,,car,0.381,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021511.jpg
2025-11-14T02:15:11.579859,pLkyF9-CYzeRdYhYAAAB,,car,0.314,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021511.jpg
2025-11-14T02:15:12.076821,pLkyF9-CYzeRdYhYAAAB,,bear,0.519,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021512.jpg
2025-11-14T02:15:12.602368,pLkyF9-CYzeRdYhYAAAB,,car,0.527,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021512.jpg
2025-11-14T02:15:12.607655,pLkyF9-CYzeRdYhYAAAB,,car,0.425,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021512.jpg
2025-11-14T02:15:14.181745,pLkyF9-CYzeRdYhYAAAB,,person,0.374,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021514.jpg
2025-11-14T02:15:14.610555,pLkyF9-CYzeRdYhYAAAB,,person,0.355,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021514.jpg
2025-11-14T02:15:14.970714,pLkyF9-CYzeRdYhYAAAB,,bear,0.442,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021514.jpg
2025-11-14T02:15:15.097375,pLkyF9-CYzeRdYhYAAAB,,bear,0.367,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021515.jpg
2025-11-14T02:15:15.864769,pLkyF9-CYzeRdYhYAAAB,,person,0.353,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021515.jpg
2025-11-14T02:15:16.573472,pLkyF9-CYzeRdYhYAAAB,,person,0.301,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021516.jpg
2025-11-14T02:15:17.077537,pLkyF9-CYzeRdYhYAAAB,,person,0.350,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021517.jpg
2025-11-14T02:15:17.587233,pLkyF9-CYzeRdYhYAAAB,,bear,0.381,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021517.jpg
2025-11-14T02:15:18.080237,pLkyF9-CYzeRdYhYAAAB,,bear,0.310,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021518.jpg
2025-11-14T02:15:18.331065,pLkyF9-CYzeRdYhYAAAB,,umbrella,0.321,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021518.jpg
2025-11-14T02:15:18.580182,pLkyF9-CYzeRdYhYAAAB,,person,0.313,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021518.jpg
2025-11-14T02:15:18.860699,pLkyF9-CYzeRdYhYAAAB,,bear,0.634,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021518.jpg
2025-11-14T02:15:19.076506,pLkyF9-CYzeRdYhYAAAB,,person,0.371,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021519.jpg
2025-11-14T02:15:19.407706,pLkyF9-CYzeRdYhYAAAB,,car,0.454,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021519.jpg
2025-11-14T02:15:19.419327,pLkyF9-CYzeRdYhYAAAB,,car,0.437,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021519.jpg
2025-11-14T02:15:20.591376,pLkyF9-CYzeRdYhYAAAB,,bear,0.528,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021520.jpg
2025-11-14T02:15:20.602102,pLkyF9-CYzeRdYhYAAAB,,car,0.326,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021520.jpg
2025-11-14T02:15:21.088435,pLkyF9-CYzeRdYhYAAAB,,car,0.615,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021521.jpg
2025-11-14T02:15:21.093620,pLkyF9-CYzeRdYhYAAAB,,car,0.388,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021521.jpg
2025-11-14T02:15:22.114975,pLkyF9-CYzeRdYhYAAAB,,person,0.353,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021522.jpg
2025-11-14T02:15:22.412385,pLkyF9-CYzeRdYhYAAAB,,car,0.368,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021522.jpg
2025-11-14T02:15:23.156160,pLkyF9-CYzeRdYhYAAAB,,bear,0.535,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021523.jpg
2025-11-14T02:15:24.826081,pLkyF9-CYzeRdYhYAAAB,,car,0.461,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021524.jpg
2025-11-14T02:15:25.091388,pLkyF9-CYzeRdYhYAAAB,,car,0.561,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021525.jpg
2025-11-14T02:15:25.097685,pLkyF9-CYzeRdYhYAAAB,,car,0.522,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021525.jpg
2025-11-14T02:15:25.374132,pLkyF9-CYzeRdYhYAAAB,,car,0.433,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021525.jpg
2025-11-14T02:15:25.577773,pLkyF9-CYzeRdYhYAAAB,,car,0.497,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021525.jpg
2025-11-14T02:15:25.582244,pLkyF9-CYzeRdYhYAAAB,,car,0.400,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021525.jpg
2025-11-14T02:15:25.829411,pLkyF9-CYzeRdYhYAAAB,,person,0.448,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021525.jpg
2025-11-14T02:15:26.079132,pLkyF9-CYzeRdYhYAAAB,,person,0.324,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021526.jpg
2025-11-14T02:15:26.576539,pLkyF9-CYzeRdYhYAAAB,,person,0.341,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021526.jpg
2025-11-14T02:15:26.834911,pLkyF9-CYzeRdYhYAAAB,,car,0.374,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021526.jpg
2025-11-14T02:15:27.340203,pLkyF9-CYzeRdYhYAAAB,,person,0.338,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021527.jpg
2025-11-14T02:15:27.598298,pLkyF9-CYzeRdYhYAAAB,,person,0.497,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021527.jpg
2025-11-14T02:15:27.836248,pLkyF9-CYzeRdYhYAAAB,,person,0.484,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021527.jpg
2025-11-14T02:15:27.843908,pLkyF9-CYzeRdYhYAAAB,,person,0.381,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021527.jpg
2025-11-14T02:15:28.090795,pLkyF9-CYzeRdYhYAAAB,,person,0.317,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021528.jpg
2025-11-14T02:15:28.623798,pLkyF9-CYzeRdYhYAAAB,,person,0.337,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021528.jpg
2025-11-14T02:15:29.581051,pLkyF9-CYzeRdYhYAAAB,,cell phone,0.393,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021529.jpg
2025-11-14T02:15:31.116638,pLkyF9-CYzeRdYhYAAAB,,cell phone,0.395,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021531.jpg
2025-11-14T02:15:37.834442,pLkyF9-CYzeRdYhYAAAB,,skateboard,0.353,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021537.jpg
2025-11-14T02:15:38.386034,pLkyF9-CYzeRdYhYAAAB,,skateboard,0.312,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021538.jpg
2025-11-14T02:15:39.085634,pLkyF9-CYzeRdYhYAAAB,,person,0.334,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021539.jpg
2025-11-14T02:15:40.074989,pLkyF9-CYzeRdYhYAAAB,,car,0.463,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021540.jpg
2025-11-14T02:15:41.076825,pLkyF9-CYzeRdYhYAAAB,,person,0.352,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021541.jpg
2025-11-14T02:15:41.579410,pLkyF9-CYzeRdYhYAAAB,,person,0.458,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021541.jpg
2025-11-14T02:15:42.579069,pLkyF9-CYzeRdYhYAAAB,,bear,0.376,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021542.jpg
2025-11-14T02:15:44.077559,pLkyF9-CYzeRdYhYAAAB,,car,0.450,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021544.jpg
2025-11-14T02:15:44.853990,pLkyF9-CYzeRdYhYAAAB,,bear,0.342,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021544.jpg
2025-11-14T02:15:46.090632,pLkyF9-CYzeRdYhYAAAB,,person,0.483,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021546.jpg
2025-11-14T02:15:47.406151,pLkyF9-CYzeRdYhYAAAB,,person,0.385,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021547.jpg
2025-11-14T02:15:47.680636,pLkyF9-CYzeRdYhYAAAB,,person,0.455,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021547.jpg
2025-11-14T02:15:48.093159,pLkyF9-CYzeRdYhYAAAB,,person,0.519,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021548.jpg
2025-11-14T02:15:49.132158,pLkyF9-CYzeRdYhYAAAB,,car,0.362,ultimate_detections\snapshots\det_pLkyF9-CYzeRdYhYAAAB_20251114_021549.jpg
2025-11-14T02:16:54.260295,YOi26-uLsQXeOH3sAAAD,,person,0.339,ultimate_detections\snapshots\det_YOi26-uLsQXeOH3sAAAD_20251114_021654.jpg
2025-11-14T02:16:55.495337,YOi26-uLsQXeOH3sAAAD,,person,0.354,ultimate_detections\snapshots\det_YOi26-uLsQXeOH3sAAAD_20251114_021655.jpg
2025-11-14T02:16:58.731250,YOi26-uLsQXeOH3sAAAD,,person,0.384,ultimate_detections\snapshots\det_YOi26-uLsQXeOH3sAAAD_20251114_021658.jpg
2025-11-14T02:16:59.201835,YOi26-uLsQXeOH3sAAAD,,car,0.360,ultimate_detections\snapshots\det_YOi26-uLsQXeOH3sAAAD_20251114_021659.jpg
2025-11-14T02:16:59.441317,YOi26-uLsQXeOH3sAAAD,,car,0.354,ultimate_detections\snapshots\det_YOi26-uLsQXeOH3sAAAD_20251114_021659.jpg
2025-11-14T02:17:00.190246,YOi26-uLsQXeOH3sAAAD,,person,0.301,ultimate_detections\snapshots\det_YOi26-uLsQXeOH3sAAAD_20251114_021700.jpg
2025-11-14T02:17:00.440897,YOi26-uLsQXeOH3sAAAD,,person,0.377,ultimate_detections\snapshots\det_YOi26-uLsQXeOH3sAAAD_20251114_021700.jpg
2025-11-14T02:17:00.928577,YOi26-uLsQXeOH3sAAAD,,person,0.503,ultimate_detections\snapshots\det_YOi26-uLsQXeOH3sAAAD_20251114_021700.jpg
2025-11-14T02:17:01.205689,YOi26-uLsQXeOH3sAAAD,,car,0.422,ultimate_detections\snapshots\det_YOi26-uLsQXeOH3sAAAD_20251114_021701.jpg
2025-11-14T02:17:01.987929,YOi26-uLsQXeOH3sAAAD,,person,0.481,ultimate_detections\snapshots\det_YOi26-uLsQXeOH3sAAAD_20251114_021701.jpg
2025-11-14T02:17:02.433125,YOi26-uLsQXeOH3sAAAD,,person,0.309,ultimate_detections\snapshots\det_YOi26-uLsQXeOH3sAAAD_20251114_021702.jpg
2025-11-14T02:17:02.929075,YOi26-uLsQXeOH3sAAAD,,person,0.418,ultimate_detections\snapshots\det_YOi26-uLsQXeOH3sAAAD_20251114_021702.jpg
2025-11-14T02:17:03.432700,YOi26-uLsQXeOH3sAAAD,,person,0.565,ultimate_detections\snapshots\det_YOi26-uLsQXeOH3sAAAD_20251114_021703.jpg
2025-11-14T02:17:03.773188,YOi26-uLsQXeOH3sAAAD,,bear,0.317,ultimate_detections\snapshots\det_YOi26-uLsQXeOH3sAAAD_20251114_021703.jpg
2025-11-14T02:17:03.933676,YOi26-uLsQXeOH3sAAAD,,person,0.389,ultimate_detections\snapshots\det_YOi26-uLsQXeOH3sAAAD_20251114_021703.jpg
2025-11-14T02:17:04.197783,YOi26-uLsQXeOH3sAAAD,,car,0.521,ultimate_detections\snapshots\det_YOi26-uLsQXeOH3sAAAD_20251114_021704.jpg
2025-11-14T02:17:04.203560,YOi26-uLsQXeOH3sAAAD,,car,0.323,ultimate_detections\snapshots\det_YOi26-uLsQXeOH3sAAAD_20251114_021704.jpg
2025-11-14T02:17:04.707861,YOi26-uLsQXeOH3sAAAD,,person,0.434,ultimate_detections\snapshots\det_YOi26-uLsQXeOH3sAAAD_20251114_021704.jpg
2025-11-14T02:17:05.431907,YOi26-uLsQXeOH3sAAAD,,person,0.385,ultimate_detections\snapshots\det_YOi26-uLsQXeOH3sAAAD_20251114_021705.jpg
2025-11-14T02:17:06.185943,YOi26-uLsQXeOH3sAAAD,,person,0.304,ultimate_detections\snapshots\det_YOi26-uLsQXeOH3sAAAD_20251114_021706.jpg
2025-11-14T02:17:06.716502,YOi26-uLsQXeOH3sAAAD,,person,0.463,ultimate_detections\snapshots\det_YOi26-uLsQXeOH3sAAAD_20251114_021706.jpg
2025-11-14T02:17:06.724323,YOi26-uLsQXeOH3sAAAD,,person,0.319,ultimate_detections\snapshots\det_YOi26-uLsQXeOH3sAAAD_20251114_021706.jpg
2025-11-14T02:17:06.928279,YOi26-uLsQXeOH3sAAAD,,car,0.315,ultimate_detections\snapshots\det_YOi26-uLsQXeOH3sAAAD_20251114_021706.jpg
2025-11-14T02:17:06.933280,YOi26-uLsQXeOH3sAAAD,,car,0.306,ultimate_detections\snapshots\det_YOi26-uLsQXeOH3sAAAD_20251114_021706.jpg
2025-11-14T02:17:07.972056,YOi26-uLsQXeOH3sAAAD,,person,0.361,ultimate_detections\snapshots\det_YOi26-uLsQXeOH3sAAAD_20251114_021707.jpg
2025-11-14T02:17:08.453551,YOi26-uLsQXeOH3sAAAD,,person,0.512,ultimate_detections\snapshots\det_YOi26-uLsQXeOH3sAAAD_20251114_021708.jpg
2025-11-14T02:17:08.698478,YOi26-uLsQXeOH3sAAAD,,person,0.425,ultimate_detections\snapshots\det_YOi26-uLsQXeOH3sAAAD_20251114_021708.jpg
2025-11-14T02:17:09.200728,YOi26-uLsQXeOH3sAAAD,,car,0.386,ultimate_detections\snapshots\det_YOi26-uLsQXeOH3sAAAD_20251114_021709.jpg
2025-11-14T02:17:10.957703,YOi26-uLsQXeOH3sAAAD,,person,0.368,ultimate_detections\snapshots\det_YOi26-uLsQXeOH3sAAAD_20251114_021710.jpg
2025-11-14T02:17:12.229692,YOi26-uLsQXeOH3sAAAD,,person,0.359,ultimate_detections\snapshots\det_YOi26-uLsQXeOH3sAAAD_20251114_021712.jpg
2025-11-14T02:17:12.234853,YOi26-uLsQXeOH3sAAAD,,car,0.339,ultimate_detections\snapshots\det_YOi26-uLsQXeOH3sAAAD_20251114_021712.jpg
2025-11-14T02:17:12.527104,YOi26-uLsQXeOH3sAAAD,,car,0.311,ultimate_detections\snapshots\det_YOi26-uLsQXeOH3sAAAD_20251114_021712.jpg
2025-11-14T02:17:15.230075,YOi26-uLsQXeOH3sAAAD,,person,0.302,ultimate_detections\snapshots\det_YOi26-uLsQXeOH3sAAAD_20251114_021715.jpg
2025-11-14T02:17:15.799108,YOi26-uLsQXeOH3sAAAD,,person,0.360,ultimate_detections\snapshots\det_YOi26-uLsQXeOH3sAAAD_20251114_021715.jpg
2025-11-14T02:17:15.954329,YOi26-uLsQXeOH3sAAAD,,car,0.328,ultimate_detections\snapshots\det_YOi26-uLsQXeOH3sAAAD_20251114_021715.jpg
2025-11-14T02:17:16.265358,YOi26-uLsQXeOH3sAAAD,,person,0.317,ultimate_detections\snapshots\det_YOi26-uLsQXeOH3sAAAD_20251114_021716.jpg
2025-11-14T02:17:16.972305,YOi26-uLsQXeOH3sAAAD,,bear,0.305,ultimate_detections\snapshots\det_YOi26-uLsQXeOH3sAAAD_20251114_021716.jpg
2025-11-14T02:17:19.236890,YOi26-uLsQXeOH3sAAAD,,person,0.356,ultimate_detections\snapshots\det_YOi26-uLsQXeOH3sAAAD_20251114_021719.jpg
2025-11-14T02:17:19.471600,YOi26-uLsQXeOH3sAAAD,,person,0.343,ultimate_detections\snapshots\det_YOi26-uLsQXeOH3sAAAD_20251114_021719.jpg
2025-11-14T02:17:20.716777,YOi26-uLsQXeOH3sAAAD,,person,0.386,ultimate_detections\snapshots\det_YOi26-uLsQXeOH3sAAAD_20251114_021720.jpg
2025-11-14T02:17:20.958658,YOi26-uLsQXeOH3sAAAD,,car,0.306,ultimate_detections\snapshots\det_YOi26-uLsQXeOH3sAAAD_20251114_021720.jpg
2025-11-14T02:17:21.763216,YOi26-uLsQXeOH3sAAAD,,person,0.343,ultimate_detections\snapshots\det_YOi26-uLsQXeOH3sAAAD_20251114_021721.jpg
2025-11-14T02:17:22.248357,YOi26-uLsQXeOH3sAAAD,,bear,0.395,ultimate_detections\snapshots\det_YOi26-uLsQXeOH3sAAAD_20251114_021722.jpg
2025-11-14T02:17:22.451133,YOi26-uLsQXeOH3sAAAD,,person,0.302,ultimate_detections\snapshots\det_YOi26-uLsQXeOH3sAAAD_20251114_021722.jpg
