timestamp,cam,event,class,conf,box,track_id,image,clip
2025-11-13T17:21:49.699726,0,detect,person,0.921,"[98, 149, 450, 479]",0,,
2025-11-13T17:21:50.166405,0,detect,person,0.895,"[98, 151, 443, 479]",0,,
2025-11-13T17:21:50.691528,0,detect,person,0.915,"[96, 157, 448, 479]",0,,
2025-11-13T17:21:51.050071,0,detect,person,0.502,"[106, 174, 396, 479]",0,,
2025-11-13T17:21:51.458693,0,detect,person,0.788,"[111, 177, 559, 479]",0,,
2025-11-13T17:21:51.854845,0,detect,person,0.651,"[108, 177, 566, 479]",0,,
2025-11-13T17:21:52.402020,0,detect,person,0.661,"[112, 177, 550, 479]",0,,
2025-11-13T17:21:52.418019,0,detect,person,0.407,"[81, 129, 624, 477]",1,,
2025-11-13T17:21:52.785596,0,detect,person,0.693,"[114, 179, 570, 479]",0,,
2025-11-13T17:21:52.796720,0,detect,bird,0.513,"[355, 145, 638, 478]",1,,
2025-11-13T17:21:53.295026,0,detect,person,0.83,"[114, 177, 583, 479]",0,,
2025-11-13T17:21:53.721979,0,detect,person,0.853,"[113, 179, 583, 479]",0,,
2025-11-13T17:21:54.086859,0,detect,person,0.87,"[108, 178, 558, 479]",0,,
2025-11-13T17:21:54.100394,0,detect,bird,0.537,"[399, 206, 637, 479]",1,,
2025-11-13T17:21:54.693602,0,detect,person,0.888,"[107, 176, 580, 479]",0,,
2025-11-13T17:21:55.253687,0,detect,person,0.655,"[112, 175, 605, 479]",0,,
2025-11-13T17:21:55.614596,0,detect,person,0.726,"[103, 177, 590, 479]",0,,
2025-11-13T17:21:56.001135,0,detect,person,0.735,"[113, 176, 609, 479]",0,,
2025-11-13T17:21:56.530281,0,detect,person,0.796,"[109, 176, 583, 479]",0,,
2025-11-13T17:21:56.974662,0,detect,person,0.696,"[107, 176, 569, 479]",0,,
2025-11-13T17:21:57.409979,0,detect,person,0.426,"[111, 175, 549, 479]",0,,
2025-11-13T17:21:57.788722,0,detect,person,0.597,"[111, 176, 546, 479]",0,,
2025-11-13T17:21:58.111877,0,detect,person,0.386,"[111, 175, 548, 479]",0,,
2025-11-13T17:21:58.123380,0,detect,bottle,0.372,"[425, 279, 539, 479]",1,,
2025-11-13T17:21:58.436219,0,detect,person,0.35,"[106, 176, 561, 479]",0,,
2025-11-13T17:21:58.720653,0,detect,person,0.642,"[114, 176, 488, 479]",0,,
2025-11-13T17:21:59.072439,0,detect,person,0.716,"[114, 175, 507, 479]",0,,
2025-11-13T17:21:59.672807,0,detect,person,0.756,"[110, 174, 582, 479]",0,,
2025-11-13T17:21:59.682064,0,detect,bottle,0.694,"[487, 290, 572, 479]",1,,
2025-11-13T17:22:00.046653,0,detect,person,0.742,"[108, 174, 585, 479]",0,,
2025-11-13T17:22:00.462418,0,detect,person,0.582,"[110, 175, 536, 479]",0,,
2025-11-13T17:22:00.841050,0,detect,person,0.709,"[113, 175, 451, 479]",0,,
2025-11-13T17:22:01.153666,0,detect,person,0.835,"[113, 174, 460, 479]",0,,
2025-11-13T17:22:01.447652,0,detect,person,0.775,"[115, 174, 495, 479]",0,,
2025-11-13T17:22:01.455973,0,detect,person,0.506,"[454, 285, 639, 479]",1,,
